candidate_id,partition,date_label,candidate_description,discovery_source_ids,discovery_urls,disposition,canonical_id,disposition_reason,primary_family_required,primary_locator_1,primary_locator_2,rights_status,materiality_status,review_status,geometry_status
mongol-cand:song_yuan_china:10:linan,song_yuan_china,1276,The Southern Song court submits its seal and surrender memorial outside Lin’an 臨安 (Lín’ān); Yuan officials assume control of the capital in early 1276.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:linan-surrender-1276,"Yuan shi Shizu annals and Bayan biography independently record the army reaching the Lin’an approaches, receipt of the seal and surrender memorial, and administrative takeover; the Southern Song topical chronicle provides a regional counter-witness",Yuan shi / Song shi,"Yuan shi 元史, juan 9, Shizu benji 世祖本紀, Zhiyuan 13 first-second months (Chinese original; my translation for atlas wording)","Yuan shi 元史, juan 127, Bayan zhuan 伯顏傳; Song shi jishi benmo 宋史紀事本末, juan 107, Yuan Bayan ru Linan 元伯顏入臨安 (Chinese originals; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round23,"Lin’an capital/city marker and northern approach at Gaoting Mountain; no occupation polygon, army route or palace-level point"
mongol-cand:song_yuan_china:11:yamen-end-song,song_yuan_china,1279,"Yuan forces defeat the Southern Song fleet at Yashan 厓山 (Yáshān); the child ruler Zhao Bing 趙昺 (Zhào Bǐng) dies, ending the remaining Song court in 1279.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:yashan-battle-end-song-court-1279,"Yuan shi commander biography and Song regional narratives independently record the fleet battle at Yashan, defeat of the remaining court fleet, and Zhao Bing’s death; survivor/casualty totals and triumphal claims are not promoted",Yuan shi / Song shi,"Yuan shi 元史, juan 129, Li Heng zhuan 李恒傳, Zhiyuan 16 second month (Chinese original; my translation for atlas wording)","Song shi 宋史, juan 451, Lu Xiufu zhuan 陸秀夫傳; Song shi jishi benmo 宋史紀事本末, juan 108, Er wang zhi li 二王之立 (Chinese originals; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round24,"Yashan estuary/fleet battle region at Xinhui; no ship-by-ship layout, blockade line, pursuit track or death point"
mongol-cand:mongol_civil_wars:01:toluid-civil-war,mongol_civil_wars,1260-1264,"Toluid Civil War between Kublai and Ariq Böke, 1260-1264",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:toluid-civil-war-1260-1264,"Yuan shi juan 4 records the rival accessions in 1260, mobilisation, the Gansu defeat of Ariq Böke allies, and the November 1261 battle at Shimutu Naoer; juan 5 records Ariq Böke surrendering in 1264 after the Shimutu defeat. Model a civil-war parent with separately dated political and campaign phases, not a continuous front.",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7004,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7005,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese originals,A,round40_primary_reconciled,"civil-war parent with dated capital/muster/campaign-region state phases and Shimutu named-region uncertainty only; no inferred front line, army tracks, battle polygon, pursuit route, or control surface"
mongol-cand:mongol_civil_wars:02:rival-kurultais-fragmentation,mongol_civil_wars,1260,rival kurultais fragmentation,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,merge,mongol:toluid-civil-war-1260-1264,"Yuan shi juan 4 records Kublai taking the imperial title at Kaiping in March 1260 and Ariq Böke assuming a rival title west of Qaraqorum in April; these rival accessions are the opening political phase already represented inside the included 1260-1264 Toluid Civil War parent, so a second event would double count the same evidence.",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7004,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7005,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese originals,A,round41_primary_reconciled_merge,"merged into Toluid Civil War parent political phase: Kaiping and Qaraqorum named-place markers only; no inferred assembly footprint, frontier, route, polygon, or empire-fragmentation surface"
mongol-cand:mongol_civil_wars:03:kaidu-kublai-war,mongol_civil_wars,1260s-1294 atlas window (war continues beyond),"Qaidu builds an anti-Qubilai coalition, takes territories, and repeatedly fights armies sent by Qubilai; the struggle continues beyond the atlas’s circa-1294 window.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:qaidu-qubilai-war-atlas-window,"Corrects the frozen 1269-1294 label, whose endpoint is an atlas scope boundary rather than the war’s end. Rashid al-Din describes Qaidu’s refusal of Qubilai’s summons, territorial expansion with Jochid support, repeated battles against Qubilai and Abaqa, and continuation into the Temür reign. Include a scoped campaign-family parent, not a fabricated closed war ending in 1294.",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,https://paxmongolica.org/wp-content/uploads/2019/07/boyle_1971_rashid_al_din.pdf,https://archive.org/details/successorsofgeng0000rash,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited source translation,A,round65_primary_reconciled_scope_boundary,"Central Asian campaign-family region label only; no front line, campaign route, territory polygon, battle points, or control surface"
mongol-cand:mongol_civil_wars:04:almaligh-nomukhan-crisis,mongol_civil_wars,1276,"Princes in Qubilai’s anti-Qaidu expedition mutiny, seize Nomoghan and Hantum, transfer them to Jochid and Qaidu custody, and then fight Qubilai’s loyalist army.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:nomoghan-mutiny-crisis-1276,"Corrects the unsupported Almaligh event label. Rashid al-Din narrates the mutiny during Nomoghan’s anti-Qaidu expedition, the night seizure and transfer of Nomoghan, Kokochu and Hantum, and subsequent fighting with Qubilai’s loyalists. Include this distinct command crisis inside the broader Qaidu-Qubilai war without inventing an Almaligh scene.",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,https://paxmongolica.org/wp-content/uploads/2019/07/boyle_1971_rashid_al_din.pdf,https://archive.org/details/successorsofgeng0000rash,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited source translation,A,round66_primary_reconciled_label_corrected,"Deresü expedition context and later Irtysh-bank loyalist clash context only; no Almaligh point, seizure site, transfer route, battle point, or control polygon"
mongol-cand:mongol_civil_wars:05:nayan-rebellion,mongol_civil_wars,1287-1288,Nayan 乃顏 (Nǎiyán) rebels in 1287 and is defeated and captured; campaigns against allied and surviving rebel groups continue into 1288.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:nayan-rebellion-1287-1288,"Yuan dynastic biographies independently attest Nayan’s rebellion, imperial campaign, defeat and pursuit; Chinese chronological synthesis preserves the 1287 opening and continuation against remaining groups into 1288 without promoting discovery totals or an exact battlefield point",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,"Yuan shi 元史, juan 133, Tachu zhuan 塔出傳 and related campaign biographies (Chinese original; my translation for atlas wording)","Yuan shi jishi benmo 元史紀事本末, juan 2, Beibian zhuwang zhi luan 北邊諸王之亂, Zhiyuan 24-25 (Chinese original chronological reconciliation; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round25,"eastern steppe-Liaodong campaign region; no exact battle point, pursuit line, camp polygon or reconstructed imperial route"
mongol-cand:overseas_south_east_asia:01:first-japan-invasion,overseas_south_east_asia,1274,Mongol-led forces land in northern Kyushu in 1274 and engage Japanese defenders.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:first-japan-invasion-1274,"eyewitness-commissioned scroll records Suenaga’s participation; canonical row omits divine-wind causation, force totals and later-added imagery",Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,"Takezaki Suenaga, Mōko Shūrai Ekotoba / Scrolls of the Mongol Invasions (eyewitness-commissioned record; Princeton Digital project, annotated scrolls)",,"citation-only; image/text reuse rights unresolved, no reproduction",A,primary_reconciled_round15,Northern Kyushu landing and engagement region; no route or battle polygon
mongol-cand:overseas_south_east_asia:02:ngasaunggyan-burma,overseas_south_east_asia,1277,"A Mian force attacks A He on the Yunnan-Mian frontier; Yuan troops march from Nandian, fight it near a river, pursue toward a narrow mountain pass, then return.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:yuan-mian-frontier-battle-1277,"Yuan shi juan 210 records the March 1277 frontier attack, the march from Nandian, a river-side engagement, pursuit toward a narrow mountain pass and return; discovery label Ngasaunggyan is not promoted as an exact primary-source point",Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,"Yuan shi 元史, juan 210, Mian 緬 entry, Zhiyuan 14 third-month account (Chinese Text Project aligned text/translation)",,citation-only; source translation/reuse rights unresolved,A,primary_reconciled_round17,Nandian-Tengyue/Yongchang frontier campaign region; river and narrow-pass points unresolved
mongol-cand:overseas_south_east_asia:03:second-japan-invasion,overseas_south_east_asia,1281,A second Mongol-led invasion fleet attacks northern Kyushu in 1281; fighting occurs on islands and at sea.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:second-japan-invasion-1281,same eyewitness-commissioned scroll records Suenaga’s participation in 1281; no storm-as-sole-cause or total-loss claim,Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,"Takezaki Suenaga, Mōko Shūrai Ekotoba / Scrolls of the Mongol Invasions (eyewitness-commissioned record; Princeton Digital project, annotated scrolls)",,"citation-only; image/text reuse rights unresolved, no reproduction",A,primary_reconciled_round15,Northern Kyushu islands and coastal waters region; no fleet route
mongol-cand:overseas_south_east_asia:04:second-dai-viet-invasion,overseas_south_east_asia,1283-1285,Second Mongol-Yuan invasion of Đại Việt: 1285 campaign and withdrawal,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:second-invasion-dai-viet-1285,"Dai Viet su ky toan thu book 5 records the 1285 invasion, royal retreat, counteroffensives, battles at the capital/Chuong Duong/Tay Ket, and Yuan withdrawal; Yuan shi 209 independently records the advance, capital occupation, continued resistance, logistical strain, withdrawal decision, and fighting during exit. Correct the compressed 1283-1285 label: 1283-1284 belongs to the connected Champa war; the direct Dai Viet invasion is modeled as 1285.",Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,https://zh.wikisource.org/zh-hant/%E5%A4%A7%E8%B6%8A%E5%8F%B2%E8%A8%98%E5%85%A8%E6%9B%B8/%E6%9C%AC%E7%B4%80%E5%8D%B7%E4%B9%8B%E4%BA%94,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7209,citation-only; translation/reuse unresolved; atlas English is own translation from cited Vietnamese/Chinese originals,A,round32_primary_reconciled,"1285 Đại Việt campaign region with named-place phase markers only; no inferred continuous route, front line, occupation polygon, battle footprints, or retreat corridor"
mongol-cand:overseas_south_east_asia:05:champa-invasion,overseas_south_east_asia,1284-1285,"Yuan invasion of Champa: coastal landing, wooden-fort assault, inland resistance, withdrawal",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:invasion-champa-1282-1284,"Corrects discovery dating. Yuan shi 210 records the November 1282 landing, January 1283 wooden-fort assault, inland resistance, and Sogetu withdrawal in March 1284; Dai Viet su ky toan thu book 5 independently situates Sogetu coming from Champa into the connected 1285 Dai Viet theatre. Model Champa as its own 1282-1284 campaign, not 1284-1285 and not folded into Dai Viet.",Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7210,https://zh.wikisource.org/zh-hant/%E5%A4%A7%E8%B6%8A%E5%8F%B2%E8%A8%98%E5%85%A8%E6%9B%B8/%E6%9C%AC%E7%B4%80%E5%8D%B7%E4%B9%8B%E4%BA%94,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese/Vietnamese originals,A,round34_primary_reconciled,"Champa coast/wooden-fort and inland-resistance campaign-region markers only; no exact landing beach, fort polygon, inland route, battle footprint, or withdrawal track"
mongol-cand:overseas_south_east_asia:06:ham-tu-counteroffensive,overseas_south_east_asia,1285,Hàm Tử counteroffensive within the 1285 Đại Việt campaign,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:ham-tu-counteroffensive-1285,"Dai Viet su ky toan thu book 5 places the engagement at Ham Tu gate in April 1285 and then records the linked May counteroffensive at the capital and Chuong Duong; Yuan shi 209 independently records the wider 1285 campaign, Dai Viet resistance, Yuan withdrawal decision, and fighting during the retreat. Model Ham Tu as a named-place counteroffensive turn, not the sole cause of campaign reversal.",Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,https://zh.wikisource.org/zh-hant/%E5%A4%A7%E8%B6%8A%E5%8F%B2%E8%A8%98%E5%85%A8%E6%9B%B8/%E6%9C%AC%E7%B4%80%E5%8D%B7%E4%B9%8B%E4%BA%94,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7209,citation-only; translation/reuse unresolved; atlas English is own translation from cited Vietnamese/Chinese originals,A,round31_primary_reconciled,"Hàm Tử place marker and 1285 lower-Red-River campaign region only; no exact battle footprint, fleet formation, route, or causal arrow to later withdrawals"
mongol-cand:overseas_south_east_asia:07:third-dai-viet-bach-dang,overseas_south_east_asia,1287-1288,Third Mongol-Yuan invasion of Đại Việt and Bạch Đằng withdrawal disaster,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:third-invasion-dai-viet-bach-dang-1287-1288,"Dai Viet su ky toan thu book 5 records the 1287-1288 invasion, failed rendezvous with grain ships, withdrawal decision, and March 1288 Bach Dang fighting with planted stakes and captures; Yuan shi 209 independently records the invasion, missing grain fleet, withdrawal, and contested exit. Model a campaign parent with Bach Dang as terminal withdrawal phase, not a single battle-only event.",Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,https://zh.wikisource.org/zh-hant/%E5%A4%A7%E8%B6%8A%E5%8F%B2%E8%A8%98%E5%85%A8%E6%9B%B8/%E6%9C%AC%E7%B4%80%E5%8D%B7%E4%B9%8B%E4%BA%94,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7209,citation-only; translation/reuse unresolved; atlas English is own translation from cited Vietnamese/Chinese originals,A,round33_primary_reconciled,"1287-1288 Đại Việt campaign region plus Bạch Đằng river-section marker only; no inferred invasion route, exact stake field, fleet tracks, battle footprint, or retreat corridor"
mongol-cand:overseas_south_east_asia:08:pagan-burma,overseas_south_east_asia,1287,A Yuan army advances into Mian and reaches Pagan; the Yuan dynastic account then records losses and a tributary settlement.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:yuan-pagan-campaign-1287,Yuan shi juan 210 records the advance reaching Pugan in Zhiyuan 24; official loss figures and the compressed claim that Mian was thereby pacified are not promoted,Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,"Yuan shi 元史, juan 210, Mian 緬 entry, Zhiyuan 23-24 account (Chinese Text Project aligned text/translation)",,citation-only; source translation/reuse rights unresolved,A,primary_reconciled_round17,Pagan city/campaign-region marker; no reconstructed route or battle point
mongol-cand:overseas_south_east_asia:09:java-invasion,overseas_south_east_asia,1292-1293,"A Yuan expedition sails for Java in late 1292, lands and campaigns by water and land in 1293, then withdraws after its Javanese ally turns against it.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:yuan-java-expedition-1292-1293,"dynastic history gives dispatch, sailing, landing, combined advance, fighting and April withdrawal; official force/casualty numbers are not promoted",Yuan shi plus Japanese/Vietnamese/Burmese/Javanese witness,"Yuan shi 元史, juan 210, Jiawa 爪哇 entry (Chinese Text Project aligned text/translation)",,citation-only; source translation/reuse rights unresolved,A,primary_reconciled_round16,East Java coastal/river campaign region; no reconstructed fleet route or battlefield point
mongol-cand:end_boundary:01:kublai-death-boundary,end_boundary,1294,"Kublai dies at Zitan Hall in 1294; Temür succeeds at Shangdu, closing the atlas module boundary.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:kublai-death-succession-boundary-1294,"Yuan shi juan 17 dates Kublai’s death at Zitan Hall in the first lunar month of Zhiyuan 31 and Temür’s accession at Shangdu in the fourth month. This is a material state-transition boundary for the declared c.1294 endpoint, not a battle or inferred territorial change.",Secret History / Juvayni / Rashid al-Din or theatre-specific court chronicle,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7017,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7018,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese originals,B,round42_primary_reconciled,"dated court-state markers at Zitan Hall and Shangdu only; no inferred funeral route, procession track, succession territory, frontier, or empire-control surface"
